0,5
1,5
2,5
3,5
4,5
5,4
6,2
7,3
8,1
9,3
10,3
11,5
12,5
13,3
14,5
15,3
16,4
17,3
18,2
19,5
20,4
21,5
22,5
23,5
24,5
25,5
26,3
27,5
28,5
29,5
30,3
31,5
32,4
33,5
34,5
35,5
36,5
37,5
38,2
39,2
40,2
41,2
42,5
43,3
44,2
45,4
46,4
47,5
48,2
49,5
50,3
51,5
52,2
53,1
54,5
55,4
56,5
57,5
58,1
59,4
60,3
61,3
62,2
63,5
64,2
65,4
66,3
67,5
68,3
69,4
70,1
71,2
72,5
73,4
74,5
75,4
76,2
77,5
78,5
79,2
80,5
81,5
82,5
83,5
84,3
85,2
86,2
87,3
88,3
89,5
90,3
91,4
92,5
93,2
94,2
95,5
96,4
97,2
98,5
99,2
100,5
101,4
102,3
103,5
104,5
105,2
106,5
107,4
108,5
109,3
110,4
111,2
112,5
113,4
114,5
115,4
116,5
117,4
118,5
119,5
120,3
121,2
122,3
123,5
124,4
125,2
126,3
127,2
128,3
129,3
130,2
131,4
132,3
133,5
134,2
135,2
136,3
137,2
138,2
139,2
140,3
141,2
142,3
143,3
144,2
145,3
146,3
147,4
148,4
149,3
150,4
151,2
152,5
153,3
154,3
155,5
156,2
157,5
158,3
159,2
160,4
161,5
162,5
163,5
164,2
165,2
166,4
167,3
168,4
169,3
170,3
171,3
172,2
173,2
174,1
175,2
176,2
177,5
178,5
179,3
180,5
181,5
182,4
183,5
184,3
185,3
186,3
187,3
188,3
189,2
190,3
191,4
192,4
193,2
194,3
195,5
196,4
197,3
198,5
199,2
200,3
201,2
202,4
203,4
204,2
205,1
206,4
207,4
208,3
209,4
210,3
211,3
212,5
213,3
214,5
215,2
216,3
217,4
218,2
219,4
220,5
221,2
222,2
223,3
224,5
225,5
226,2
227,2
228,2
229,2
230,3
231,3
232,2
233,3
234,5
235,3
236,3
237,5
238,2
239,5
240,3
241,4
242,2
243,4
244,2
245,5
246,2
247,2
248,5
249,5
250,5
251,4
252,4
253,5
254,5
255,4
256,5
257,2
258,5
259,3
260,3
261,5
262,3
263,4
264,4
265,2
266,2
267,5
268,2
269,2
270,2
271,3
272,3
273,2
274,3
275,5
276,2
277,3
278,3
279,2
280,3
281,3
282,3
283,4
284,5
285,5
286,5
287,4
288,2
289,3
290,5
291,2
292,2
293,2
294,5
295,2
296,5
297,2
298,3
299,3
300,4
301,2
302,3
303,2
304,5
305,2
306,2
307,4
308,4
309,5
310,4
311,3
312,2
313,3
314,5
315,2
316,5
317,4
318,4
319,3
320,5
321,4
322,2
323,2
324,4
325,3
326,3
327,3
328,5
329,4
330,5
331,3
332,1
333,5
334,3
335,5
336,2
337,1
338,2
339,5
340,5
341,2
342,1
343,4
344,3
345,2
346,3
347,2
348,2
349,3
350,5
351,2
352,2
353,5
354,5
355,3
356,2
357,3
358,4
359,3
360,4
361,2
362,3
363,2
364,5
365,1
366,2
367,5
368,2
369,4
370,2
371,2
372,1
373,2
374,5
375,5
376,2
377,5
378,2
379,5
380,2
381,4
382,4
383,4
384,4
385,1
386,3
387,5
388,3
389,2
390,2
391,5
392,5
393,4
394,3
395,2
396,3
397,2
398,3
399,2
400,4
401,2
402,5
403,5
404,4
405,5
406,5
407,1
408,3
409,4
410,2
411,3
412,2
413,3
414,2
415,3
416,2
417,2
418,2
419,4
420,2
421,2
422,2
423,2
424,5
425,3
426,4
427,5
428,5
429,3
430,5
431,3
432,2
433,2
434,4
435,5
436,3
437,2
438,2
439,5
440,3
441,3
442,4
443,2
444,2
445,2
446,3
447,2
448,2
449,4
450,5
451,1
452,5
453,2
454,1
455,4
456,2
457,5
458,5
459,2
460,2
461,2
462,4
463,2
464,4
465,5
466,5
467,3
468,3
469,4
470,3
471,3
472,2
473,5
474,4
475,2
476,5
477,5
478,2
479,3
480,2
481,5
482,2
483,2
484,2
485,2
486,2
487,5
488,4
489,5
490,3
491,2
492,3
493,5
494,4
495,1
496,2
497,3
498,2
499,4
500,4
501,3
502,5
503,3
504,4
505,5
506,5
507,2
508,4
509,5
510,2
511,5
512,4
513,2
514,4
515,4
516,5
517,3
518,2
519,1
520,2
521,5
522,2
523,1
524,1
525,2
526,2
527,4
528,2
529,2
530,2
531,2
532,3
533,2
534,2
535,2
536,2
537,1
538,4
539,2
540,2
541,3
542,2
543,1
544,3
545,2
546,4
547,5
548,4
549,2
550,2
551,3
552,1
553,4
554,4
555,5
556,2
557,1
558,4
559,5
560,5
561,1
562,2
563,2
564,2
565,2
566,4
